Area,Area Type,Indicator,Indicator Type,Year,Year Type,Measure Type,Value,Rate
Highland,Council Area,Total Non-EU Registrations,NINo,2012,Calendar,Count,180,0.772897076
Inverclyde,Council Area,Total Non-EU Registrations,NINo,2012,Calendar,Count,20,0.247862189
Midlothian,Council Area,Total Non-EU Registrations,NINo,2012,Calendar,Count,60,0.712250712
Moray,Council Area,Total Non-EU Registrations,NINo,2012,Calendar,Count,40,0.430431508
Na h-Eileanan Siar,Council Area,Total Non-EU Registrations,NINo,2012,Calendar,Count,10,0.362844702
North Ayrshire,Council Area,Total Non-EU Registrations,NINo,2012,Calendar,Count,30,0.2180708
North Lanarkshire,Council Area,Total Non-EU Registrations,NINo,2012,Calendar,Count,110,0.325549735
Orkney Islands,Council Area,Total Non-EU Registrations,NINo,2012,Calendar,Count,10,0.464468184
Perth and Kinross,Council Area,Total Non-EU Registrations,NINo,2012,Calendar,Count,140,0.947610667
Renfrewshire,Council Area,Total Non-EU Registrations,NINo,2012,Calendar,Count,130,0.745840505
SCOTLAND,Council Area,Total Non-EU Registrations,NINo,2012,Calendar,Count,10620,1.998644986
Scottish Borders,Council Area,Total Non-EU Registrations,NINo,2012,Calendar,Count,70,0.615546957
Shetland Islands,Council Area,Total Non-EU Registrations,NINo,2012,Calendar,Count,20,0.861697544
South Ayrshire,Council Area,Total Non-EU Registrations,NINo,2012,Calendar,Count,50,0.442791357
South Lanarkshire,Council Area,Total Non-EU Registrations,NINo,2012,Calendar,Count,120,0.381764388
Stirling,Council Area,Total Non-EU Registrations,NINo,2012,Calendar,Count,150,1.648170531
West Dunbartonshire,Council Area,Total Non-EU Registrations,NINo,2012,Calendar,Count,20,0.221385876
West Lothian,Council Area,Total Non-EU Registrations,NINo,2012,Calendar,Count,90,0.511334583
Aberdeen City,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,1530,6.738010305
Aberdeenshire,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,150,0.581914109
Angus,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,30,0.25797575
Argyll and Bute,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,80,0.908574673
City of Edinburgh,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,3120,6.400525171
Clackmannanshire,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,20,0.390015601
Dumfries and Galloway,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,50,0.33271227
Dundee City,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,460,3.106009453
East Ayrshire,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,30,0.245037981
East Dunbartonshire,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,30,0.283446712
East Lothian,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,70,0.690403393
East Renfrewshire,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,30,0.32776139
Falkirk,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,90,0.5726648
Fife,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,450,1.226492232
Glasgow City,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,2940,4.928585798
Highland,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,150,0.643970292
Inverclyde,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,20,0.248941997
Midlothian,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,40,0.472199268
Moray,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,40,0.423908436
Na h-Eileanan Siar,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,0,0
North Ayrshire,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,30,0.219074047
North Lanarkshire,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,90,0.266445615
Orkney Islands,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,10,0.463821892
Perth and Kinross,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,180,1.218109224
Renfrewshire,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,90,0.517568578
SCOTLAND,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,10270,1.927661092
Scottish Borders,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,60,0.52687039
Shetland Islands,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,20,0.862068966
South Ayrshire,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,60,0.531585009
South Lanarkshire,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,120,0.3811823
Stirling,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,150,1.644195988
West Dunbartonshire,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,40,0.445434298
West Lothian,Council Area,Total Non-EU Registrations,NINo,2013,Calendar,Count,80,0.454132607
Aberdeen City,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,1410,6.159356981
Aberdeenshire,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,150,0.575749434
Angus,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,40,0.342641768
Argyll and Bute,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,60,0.684540787
City of Edinburgh,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,3040,6.171210491
Clackmannanshire,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,10,0.195350654
Dumfries and Galloway,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,60,0.400106695
Dundee City,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,370,2.497805981
East Ayrshire,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,30,0.245639892
East Dunbartonshire,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,50,0.468559648
East Lothian,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,70,0.685669507
East Renfrewshire,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,50,0.541066984
Falkirk,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,60,0.380493373
Fife,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,440,1.198093941
Glasgow City,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,3130,5.219798546
Highland,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,150,0.643555861
Inverclyde,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,20,0.250344223
Midlothian,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,40,0.463929483
Moray,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,40,0.422074496
Na h-Eileanan Siar,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,10,0.366972477
North Ayrshire,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,30,0.219812427
North Lanarkshire,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,100,0.295857988
Orkney Islands,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,10,0.46339203
Perth and Kinross,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,150,1.007184583
Renfrewshire,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,110,0.631349366
SCOTLAND,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,10140,1.896177725
Scottish Borders,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,50,0.438442652
Shetland Islands,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,50,2.153316107
South Ayrshire,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,50,0.444325958
South Lanarkshire,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,110,0.348874088
Stirling,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,130,1.420454545
West Dunbartonshire,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,40,0.445881173
West Lothian,Council Area,Total Non-EU Registrations,NINo,2014,Calendar,Count,100,0.564334086
Aberdeen City,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,1330,5.773822444
Aberdeenshire,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,160,0.610780272
Angus,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,50,0.427715997
Argyll and Bute,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,90,1.035792381
City of Edinburgh,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,3480,6.976604318
Clackmannanshire,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,30,0.58411215
Dumfries and Galloway,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,60,0.40088194
Dundee City,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,390,2.63140139
East Ayrshire,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,30,0.245780764
East Dunbartonshire,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,40,0.373971578
East Lothian,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,110,1.067442989
East Renfrewshire,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,50,0.537981493
Falkirk,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,80,0.50485927
Fife,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,540,1.467072376
Glasgow City,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,3820,6.300095656
Highland,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,170,0.726154372
Inverclyde,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,40,0.503144654
Midlothian,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,50,0.572147843
Moray,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,40,0.418804314
Na h-Eileanan Siar,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,10,0.369412634
North Ayrshire,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,70,0.514214354
North Lanarkshire,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,130,0.384319754
Orkney Islands,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,0,0
Perth and Kinross,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,190,1.267258054
Renfrewshire,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,140,0.802016499
SCOTLAND,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,11780,2.1924437
Scottish Borders,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,70,0.613873542
Shetland Islands,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,40,1.724137931
South Ayrshire,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,80,0.711743772
South Lanarkshire,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,150,0.474338298
Stirling,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,170,1.831304535
West Dunbartonshire,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,50,0.558098002
West Lothian,Council Area,Total Non-EU Registrations,NINo,2015,Calendar,Count,120,0.67208065
Aberdeen City,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,1220,5.308040376
Aberdeenshire,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,190,0.724665319
Angus,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,60,0.514933059
Argyll and Bute,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,80,0.918168254
City of Edinburgh,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,3670,7.236232427
Clackmannanshire,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,30,0.584225901
Dumfries and Galloway,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,50,0.334403424
Dundee City,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,380,2.562892021
East Ayrshire,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,20,0.163666121
East Dunbartonshire,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,60,0.557931932
East Lothian,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,100,0.96070708
East Renfrewshire,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,50,0.532992218
Falkirk,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,70,0.439201907
Fife,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,440,1.188129506
Glasgow City,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,3510,5.706667534
Highland,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,230,0.979682242
Inverclyde,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,60,0.757958565
Midlothian,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,60,0.677124478
Moray,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,70,0.72863537
Na h-Eileanan Siar,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,10,0.371747212
North Ayrshire,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,70,0.515122526
North Lanarkshire,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,130,0.38304016
Orkney Islands,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,10,0.457665904
Perth and Kinross,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,170,1.128218742
Renfrewshire,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,170,0.966293412
SCOTLAND,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,11590,2.144429848
Scottish Borders,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,60,0.523880206
Shetland Islands,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,10,0.431034483
South Ayrshire,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,60,0.533475593
South Lanarkshire,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,190,0.599180069
Stirling,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,170,1.813333333
West Dunbartonshire,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,50,0.556421099
West Lothian,Council Area,Total Non-EU Registrations,NINo,2016,Calendar,Count,140,0.777216455
Aberdeen City,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,1050,4.589160839
Aberdeenshire,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,140,0.534759358
Angus,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,50,0.42999656
Argyll and Bute,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,60,0.691164612
City of Edinburgh,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,3300,6.430116327
Clackmannanshire,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,30,0.583090379
Dumfries and Galloway,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,70,0.469168901
Dundee City,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,410,2.757043911
East Ayrshire,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,30,0.246022634
East Dunbartonshire,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,50,0.462406363
East Lothian,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,110,1.049217856
East Renfrewshire,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,40,0.422119038
Falkirk,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,90,0.56204334
Fife,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,430,1.157750195
Glasgow City,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,4860,7.825834917
Highland,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,220,0.935453695
Inverclyde,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,40,0.507872016
Midlothian,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,60,0.666000666
Moray,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,40,0.417623721
Na h-Eileanan Siar,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,30,1.113172542
North Ayrshire,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,60,0.441858752
North Lanarkshire,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,160,0.470643605
Orkney Islands,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,10,0.454545455
Perth and Kinross,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,150,0.992720053
Renfrewshire,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,170,0.961375332
SCOTLAND,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,12310,2.269208081
Scottish Borders,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,70,0.60858981
Shetland Islands,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,20,0.866551127
South Ayrshire,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,70,0.621228257
South Lanarkshire,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,160,0.502875821
Stirling,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,200,2.127659574
West Dunbartonshire,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,30,0.334784064
West Lothian,Council Area,Total Non-EU Registrations,NINo,2017,Calendar,Count,120,0.66184987
Aberdeen City,Council Area,Total Non-EU Registrations,NINo,2018,Calendar,Count,1100,4.833889963
Aberdeenshire,Council Area,Total Non-EU Registrations,NINo,2018,Calendar,Count,160,0.611924886
Angus,Council Area,Total Non-EU Registrations,NINo,2018,Calendar,Count,60,0.517063082
Argyll and Bute,Council Area,Total Non-EU Registrations,NINo,2018,Calendar,Count,70,0.811500116
City of Edinburgh,Council Area,Total Non-EU Registrations,NINo,2018,Calendar,Count,3770,7.270973963
Clackmannanshire,Council Area,Total Non-EU Registrations,NINo,2018,Calendar,Count,30,0.583657588
Dumfries and Galloway,Council Area,Total Non-EU Registrations,NINo,2018,Calendar,Count,60,0.403252907
Dundee City,Council Area,Total Non-EU Registrations,NINo,2018,Calendar,Count,450,3.025210084
East Ayrshire,Council Area,Total Non-EU Registrations,NINo,2018,Calendar,Count,30,0.246224557
